price day ahead;price actual
53.25;83.68
53.89;82.1
53.89;80.11
52.5;78.46
51.73;77.25
50.88;78.16
51.66;84.92
50.41;93.77
49.57;93.63
51.74;86.8
52.15;84.06
51.79;78.03
49.57;74.74
45.3;66.97
45;64.13
39.52;61.98
36;56.02
34.5;54.88
34.5;55.71
36.3;63.76
36;71.8
39;73.77
43.8;74.61
43.87;75.72
46.46;75.51
46.46;77.34
46.5;73.11
46.85;68.97
46.51;67.46
46.76;70.93
46.76;77.27
47.5;84.94
46.76;86.55
46.96;87.32
46.84;86.57
45.4;79.6
43.82;72.54
48.9;72.47
44.01;65.23
42.66;62.47
43.2;60.83
42.82;59.93
44.01;61.01
49.69;64.89
50;70.47
50.11;76.19
52.11;82.04
51.2;82.64
50.91;79.82
52.24;79.1
52.47;77.48
51.2;74.52
50.69;71.39
50.07;74.04
50.89;79.68
50.9;91.28
51.6;91.56
53.6;84.56
54.91;77.95
53.81;74.93
52.34;70.51
64.05;60.57
61.84;59.89
56.12;57.97
52.5;54.68
50;46.34
49.55;44.28
54.54;34.2
63.76;37.04
62.65;39.83
64.99;50.07
64.05;58.78
63;59.77
59.14;61.66
58;60.11
57.29;55.69
56.54;54.31
55;51.56
60.02;57.58
64.05;64.15
66.51;68.59
69.02;70.3
67.12;70.55
63.14;66
57.44;61.33
60;42.62
51.56;23.32
48.13;19.22
45.38;13.54
44.78;11.98
44.53;21.21
44.53;44.34
45.08;60.52
48.33;71.54
50;75.53
52.93;77.1
53.22;75.5
51.3;73.03
52.5;66.87
49.75;64.08
47.93;61.74
46.2;62.73
51.05;73.75
61.84;85.06
64.19;85.28
63.78;79.9
60.55;77.11
54.1;71.92
49.87;61.85
53.98;59
50.62;55.23
49.28;53.56
48.69;52.78
48.69;52.84
51.58;55.71
60.99;65.43
76;80.04
75.07;81.26
77.53;83.3
77.51;84.52
76.46;83.27
75.07;82.26
74.84;80.42
72.72;78.88
71.7;77.93
73;79.04
77.69;83.95
83.64;93.44
85.01;94.47
78;86.11
76.42;84
71.58;77.78
70.07;76.35
71.01;75.37
62.97;68.06
55.38;59.62
54.72;59.05
54.13;58.51
54.08;58.72
55.42;60.96
73.8;78.51
77.69;83.46
78;84.11
77.71;84.98
77.02;84.67
76.42;83.9
76.1;82.36
72.98;79.5
71.7;78.36
71.7;78.13
74.98;81.94
77.74;86.47
78.17;86.58
76.63;84.72
71.01;78.68
69.48;76.54
59.99;66.83
54.08;59.11
47.39;52.22
45;49.49
45;49.54
44.97;50.05
46.99;52.44
52.43;58.43
61.04;66.12
66.78;73.44
70.97;78.03
70.32;77.79
67.44;74.96
63.31;71.03
63.1;69.73
61.26;68.19
63.1;70.07
67.14;73.75
71.69;79.08
75.51;85.29
75.46;84.8
71;79.98
69.65;78.12
61.03;68.12
54.72;63.22
48.23;54.94
40.5;48.74
37.3;44.08
31.99;39.26
29.85;35.5
34.7;42.06
47.19;54.96
58.18;64.39
70.97;79.03
71.7;80.62
71.25;80.12
70.73;78.27
67.69;75.54
65.6;71.95
62.66;69.89
60.45;68.03
64.93;71.85
71.69;78.95
74.85;84.47
71.69;80.86
70.84;80.22
70.41;78.98
63.13;70.53
56.07;63.31
53.66;60.84
50.05;55.85
47.58;52.13
39.62;44.81
37.68;42.81
38;42.94
44.84;49.5
49.57;56.15
58.45;63.76
63.53;68.91
65.8;70.65
63.49;68.81
60.28;65.79
55.8;61.22
55.28;61.48
54.8;61.52
55.8;62.45
65.6;72.06
72.32;79.78
75.69;82.33
75.19;81.45
72.77;79.12
70.32;76.36
55.73;62.75
55.06;62.04
50.4;58.05
46.7;54
40.3;47.52
36;43.48
37.68;45.61
38.76;46.34
43.84;50.39
48.51;54.71
51.72;59.38
55.13;61.57
54.92;60.85
54.41;60.57
55.25;61.68
52.31;59.25
50.14;56.7
51.88;57.8
62.57;68.25
71.8;78.38
76.19;82.85
78.33;84.73
79.32;85.77
75.19;81.1
69.46;75.79
57.03;63.96
47.97;55.68
46.59;51.93
46.59;51.91
46.59;52.22
47.97;53.53
51.68;60.67
71.01;76.52
72.84;79.07
71.74;78.13
71.69;79.73
72.05;79.79
70.62;78.66
70.97;77.59
71.35;77.62
72.05;78.23
73.5;79.96
75;81.41
79.94;88.63
77.71;86.3
73.1;81.51
69.26;77.33
63.42;70.13
55.99;63.3
50.25;55.13
47.97;53.2
43.08;47.37
38.3;43.19
38.89;44.07
44.9;49.75
50.14;56.55
67.52;72.36
71;77.5
72.19;78.61
73.02;80.97
72.19;79.9
70.97;78.75
70.8;77.49
70.2;76.94
70.32;77.01
71.01;77.72
73.02;79.85
78.17;86.76
76.74;85.18
72.04;80.71
71.01;78.89
66;73.05
60.05;67.3
54.13;59.24
51.9;56.52
49.1;53.83
47.89;52.54
47.57;52.05
49.56;54.13
57.35;61.99
72.19;76.37
75.19;81.23
76.11;82.16
75.78;83.3
73.94;81.66
73.8;81.75
73.72;80.72
72.19;79.18
72.05;79.14
72.19;79.17
73.8;80.84
76.44;85.81
77;85.75
73.02;81.67
71.35;78.88
65;71.82
63.12;69.74
62.07;66.33
53.6;58.26
51;56.31
46.14;51.07
45.1;49.47
50.84;56.19
57.51;62.37
70.19;74.28
70.91;76.91
71.35;77.1
70.97;78.03
70.5;77.88
68.71;76.54
69.75;76.55
70.62;77.72
70.69;77.47
70.9;77.62
71.69;78.51
73.66;82.68
75.72;84.41
73.04;82.05
71.69;79.07
70.19;76.85
67.12;73.4
61.69;67.38
50.2;57.48
47.96;53.64
44.75;50.51
44.75;49.99
44.75;49.9
50.2;56.68
65.12;69.91
67.58;73.79
67.84;74.05
68.23;76.43
67.08;75.02
64.99;73.02
62.3;69.22
62.02;69
60.93;67.99
60.51;67.55
63.3;70.39
69.08;77.7
68.67;77.05
66.83;75.42
64.69;72.39
62.19;69.57
55.07;62.76
49.52;55.87
43.69;50.69
40.17;46.8
38;45.08
39.85;45.89
40.49;46.31
42;48.22
44.01;51.65
48.48;55.68
50.9;56.85
60.84;65.94
60.99;66.01
58.01;63.71
61.59;67.25
61.59;67.93
60;66.35
58.77;64.82
61.59;67.61
68.71;74.86
69.48;75.65
69.26;75.14
65.45;71.67
62.72;68.37
61.4;67.85
50.9;57.14
46.1;52.7
42;49.32
38.19;46.52
35.7;43.51
37.46;44.91
40.86;48.34
43.84;51.52
44.69;52.25
47.7;56.33
51.59;58.17
51.32;57.61
50.9;58.07
54;60.57
54.6;61.53
51.32;58.25
52;59.01
59.89;66.13
67;73.34
69.7;76.24
70.52;77.99
69.26;78.69
63.09;71.87
59.74;66.57
64.69;70.49
61.2;67.5
56.72;63.6
51.32;60.12
46.4;57.07
45;55.2
41.5;53.21
41.1;51.83
40.82;52.5
42.56;53.08
51.32;60.09
52.25;60.26
51.8;59.83
49;57.88
39.92;49.8
27.3;40.22
25.8;38.77
34.05;45.67
40.79;52.15
50;58.63
52.35;60.91
57.73;64.93
57.28;63.83
51.51;58.51
45.89;54.37
35.9;46.95
30.4;40.85
30;41.38
30;40.39
30.7;41.05
40.85;51.03
52.35;59.45
57.84;65.47
61.7;68.4
62.2;69.7
59.79;67.58
54.25;63.45
52.25;59.83
45.89;55.29
39.69;49.6
37.5;47.07
46.75;56.36
54.25;64.87
54.07;64.34
48;57.82
47.89;57.1
39.95;49.31
31.84;42.43
27.57;36.06
19.53;29.03
12.4;21.8
10;19.94
10;19.98
11.93;21.81
20.03;29.52
34.86;42.96
41.14;51
46.19;54.66
52;61.45
50.4;59.63
47.89;58.15
49.99;58.33
46.4;55.89
46.48;56.09
50.9;59.57
56.09;64.49
57.57;67.92
57.8;67.41
59.03;68.51
59.02;67.2
57.02;65.03
52.35;61.12
37.05;48.51
30;41.57
28.1;37.84
26;36.2
26.33;36.42
29.86;39.49
35;46.95
44;52.34
51.34;60.51
54.4;62.37
54.06;62.78
53.13;61.67
53.36;62.24
52.23;60.07
49.57;57.7
49.9;57.92
52.25;60.02
54.25;62.35
59.9;69.4
61.21;70.71
60.15;69.61
58.4;67.46
55.35;64.5
53.84;63.04
45.88;53.42
41.41;49.15
37.06;45.49
32.32;41.84
32.99;42.09
33.35;42.4
39.54;49.19
45.69;53.15
47.57;57.37
50.73;59.81
52.13;60.59
51.51;60.16
50.1;58.94
49.59;57.42
47.6;56.32
46.99;54.88
49.48;57.38
51.51;59.68
55.15;65.84
55.95;66.43
55.51;66.04
54.01;63.77
51;60.6
46.6;56.73
30.65;41.01
19.01;31.71
18.51;31.69
17.19;32
15.44;28.45
15.18;27.25
15.51;29.27
17.98;32.67
23.15;36.8
39.56;48.34
44.42;52.1
42.52;50.05
39.96;47.69
42.1;49.63
40.92;49.85
40;48.89
40.81;49.68
42.92;51.4
51;61.24
54.38;62.92
52.69;62.1
51;60.09
47.74;55.85
44.36;53.57
33.4;41.44
19.83;30.32
9.8;21.77
8.7;21.39
5.27;18.22
5.27;17.73
5;17.95
5.27;19.23
9.27;22.25
17.1;29.27
22.67;32.59
21.95;30.99
19.51;28.82
18.1;28.13
15.19;26.07
10.56;21.96
11.9;22.61
16.6;27.25
25;35.37
30.43;39.9
30.01;39.54
22.01;32.9
12.4;23.85
12.4;23.95
6.74;20.76
4.74;19.02
3.66;17.9
2.3;20.88
2.3;18.83
2.06;15.8
2.06;18.7
2.06;19.97
2.3;21.91
2.3;17.82
2.3;14.63
2.3;14.69
2.3;14
2.3;14.14
5;17.69
5;17.62
5;16.99
8.85;20.66
15.93;28.2
22.02;32.37
20;30.39
21.95;32.2
23.52;32.9
16.35;26.95
60;29.42
57.79;23.58
55.31;20.21
50.96;18.58
47.07;17.8
46;22.02
54;35.01
59.37;50.65
60.77;58.61
60.61;57.43
60.17;60.31
59.25;58.48
57.3;57.08
55.04;56.33
46.88;56.54
44.99;55.13
44.68;54.64
46.32;57.35
53.81;61.67
58.19;62.34
59.37;64.51
58.87;63.33
55.1;59.09
52.14;48.64
50.01;22.7
45.02;17.25
44.51;15.01
44.51;12.6
44.27;12.4
44.51;14.92
45.01;23.01
56.01;47.4
60.84;60.64
63.83;61.65
63.53;63.48
61.48;61.69
59.01;61.06
56.01;59.23
53.53;58.87
49.73;57.6
45.01;56.35
44.52;58.57
44.62;62.88
53.04;62.54
56.51;63.04
56.01;61.77
52.26;59.29
44.52;50.74
40.43;36.5
32.02;17.22
29.03;12.96
25.09;12.28
22.14;13.72
22.49;19.94
22.97;30.29
23.05;40.25
22.44;55.12
25.81;56.32
28.34;57.75
28.3;57.08
26.23;56.58
22.14;55.28
19.01;53.47
13.72;52.87
14.27;52.4
19.54;57.71
20.54;59.34
25.31;58.13
30.03;58.66
38.87;57.99
38.83;56.78
32.02;49.69
46.23;38.47
36.08;23.57
34.3;16.24
32.72;14.22
32.6;13.62
34.99;21.44
35.49;32.25
34.99;47.08
34.99;58.94
40.88;59.92
44.68;62.46
45.43;61.78
45.15;61.63
45.13;60.11
44.5;59.9
35.59;60.97
34.91;61.71
32.72;63.29
34.54;67.18
35.4;67.85
45;69.6
49.65;68.98
49.01;64.93
47.1;61.69
65.61;62.76
64.82;57.79
63.35;51.25
63.04;47.65
62.69;39.23
62.4;38.62
64.97;38.98
64.97;44.7
66.13;50.73
66.26;54.88
65.95;60.5
65.08;61.79
65.08;60.79
64.97;57.9
62.86;55.34
60.52;52.4
60;46.01
59.85;51.18
59.72;57.17
60.75;56.13
62.81;57.17
64.14;56.93
63.04;54.39
60.16;52.83
62;48.65
61.14;25.47
60.89;26.37
58.68;27
58.43;26.15
58.34;27.44
56.69;29.65
52.99;32.91
52.99;40.1
55.19;52.93
55.19;54.83
55.67;59.76
55.19;58.45
55;60.67
55;60.24
51.33;56.83
50.19;56.08
50.15;60.86
50.25;68.36
52.09;76.47
55.75;78.39
61.14;83.31
63.19;77.03
62.78;70.92
62.01;71.54
58.01;62.36
54.25;57.12
52.74;54.64
52.3;54.37
52.33;55.67
55;63.83
58.44;70.69
63.9;76.22
65.1;75.63
65.7;77.49
66.8;76.51
67.97;76.37
68.34;74.99
68.19;74.59
67.89;74.51
67.51;72.71
67;73.33
65.87;77.39
65.87;78.13
65.01;78.73
65.86;77.09
65.32;74.49
62.51;72.72
67.49;72.24
61.91;58.13
59.28;51.61
58.07;50.56
57.57;49.89
56.74;49.85
56.62;51.55
57.95;59.72
60.91;64.86
66.5;70.23
64.68;71.18
64.86;68.16
63.62;65.86
66.86;63.52
67.19;61.71
66.37;61.66
63.96;62.75
62.43;65.84
68.49;75.75
70;77.63
71.14;77.86
70.67;76.34
68.72;73.3
67.15;69.13
59.53;65.84
56.1;55.01
51.41;53.66
47.38;51.71
47.59;52.17
51.61;51.71
69.13;54.75
74.9;65.12
75.67;72.85
76.24;73.29
73.7;73.7
72.45;65.99
69.95;65.55
66.23;56.26
61.17;54.42
59.45;55.59
58.18;55.39
60.42;58.42
69.93;61.47
75;64.01
75.67;68.79
70.08;65.99
64.91;55.28
59.49;52.91
71.61;45.39
68.71;40.84
67.64;38.45
66.53;38.6
62.45;38.58
59.2;41.77
59.2;47.04
59.52;57.74
59.2;63.98
64.18;65.4
64.99;65.15
64.46;64.87
62.88;62.43
63.28;61.42
58.36;62.09
54.69;61.38
54.49;61.43
62.99;63.9
70.69;66.54
71.28;67.36
71.07;71.2
69.8;69.44
67.64;63.93
59.11;64
67.2;59.98
63.34;53.68
54.89;50.61
55.29;50.21
52.01;50.36
52.01;51.59
55.9;60.34
57;65.41
58.46;71.96
63.98;72.19
65.1;73.94
65.76;73.1
64.77;71.03
62.76;69.7
59.65;67.72
55.79;67.44
53.14;67.34
63.89;67.82
67.09;74.12
67.03;74.62
65.67;74.41
65.01;72.5
63.65;69.03
60.05;67.13
56.02;59.8
48.14;52.59
46.6;51.04
46.1;50.58
46.2;50.61
46.6;50.94
47.13;51.55
50.05;54.16
50.98;55.8
58.16;62.3
60.76;64.72
60.5;64.52
59.5;63.71
59.07;63.45
58.7;62.97
55.57;60.04
54.99;59.55
56.01;60.63
61;66.62
61.97;67.23
63.82;69.09
62.11;67.45
59.54;64.01
58.15;62.73
48.7;53.24
45.27;49.7
43.92;48.46
42.1;47.12
42.09;47.08
42.1;46.93
43.92;48.79
45.01;49.89
45.21;50.59
47.66;53.33
53.9;58.9
54.8;59.48
54.8;59.72
58.11;62.95
58.53;63.42
53.9;58.78
53.15;58.03
54.8;59.82
60.82;66.87
64.97;70.72
67.19;73.12
67.92;73.72
66.01;70.92
61.24;66.46
60.82;64.88
53.6;57.73
47.66;51.82
46.14;50.38
45.69;49.88
47.13;51.18
55.55;59.49
60.9;64.55
64.99;71.3
66.01;72.18
65.03;72.45
62.07;70.06
61.01;68.24
60.9;66.89
58.7;64.55
57.83;63.57
56;61.81
57.83;63.78
61.59;69.68
64.28;71.95
65.23;72.82
62.4;69.11
58.15;64.34
52.32;58.57
44.5;48.94
41.3;45.15
38;42.74
35.1;40.14
35.1;39.17
39.1;43.36
43.03;48.05
51.89;56.06
60.82;66.83
63.45;69.15
61.99;69.03
60.32;67.35
58.03;65.43
56.16;62.54
54.5;61.29
51.95;58.83
49.43;56.12
52.1;59.2
59.02;68
61.59;69.79
63.45;71.4
61.59;68.58
52.69;59.42
45.27;52.75
42.64;47.32
40;44.35
36.18;40.72
35.67;40.18
35.45;40.87
36.45;40.91
41.51;46.56
47.94;52.37
58.7;65.2
61.59;68.03
61.59;69.32
56.35;63.99
54.97;62.97
54.97;62.09
54.83;61.84
54.72;61.42
54.73;61.16
56.58;62.85
61.97;70.62
63.8;72.27
65.5;73.65
65.5;72.63
61.1;67.16
58.7;64.5
59.91;63.53
52;55.84
47.13;51.29
45.65;49.62
45.19;49.12
45.96;50.04
54.97;58.85
58.7;62.2
60.89;66.45
61.59;67.08
61.37;68.39
60.89;68.03
60.07;67.41
60.41;66.48
59.9;66.29
59.86;66.13
59.81;66.04
59.96;66.06
61.2;69.45
61.91;70.34
62.39;70.34
61.6;68.24
60.89;66.81
60.07;65.94
58.69;62.39
51.07;54.72
47.07;50.95
45.27;49.39
45.09;49.16
45.09;49.31
52;55.84
59.2;62.73
59.89;65.51
59.96;65.47
59.46;66.38
58.7;65.58
56.58;63.95
55.4;61.25
54.83;61.01
52.01;58.36
52;58.36
54.83;61.14
58.69;67.38
59.86;68.01
59.95;67.94
59.46;66.06
59.06;65.12
58.49;64.5
58.49;62.08
48.01;52.78
41.18;46.5
41.18;46.97
40;45.53
39.58;45.05
39.83;45.52
42.74;49.02
41.27;47.99
51;55.89
58.49;62.72
57.8;62.28
50.66;55.86
53.01;57.75
47;54.27
40.01;47.48
39.8;46.46
44.38;50.23
49.38;56.38
56.01;62.45
57.8;64.48
57.5;63.49
46.05;52.34
41.05;47.95
40.45;46.61
30.57;37.33
29.24;36
27.5;34.46
19.99;28.18
25;32
28.47;35.42
33.33;39.87
38.63;45.32
40.35;47.98
46.7;53.27
46.05;51.7
43.3;49.36
47.93;53.88
45.66;51.94
41.2;48.31
41.2;47.87
44.54;51.69
58.03;64.92
60.9;67.23
61.97;68.15
63.43;69.7
61.8;66.65
59.54;64.23
58.03;62.18
44.72;49.13
40.95;45.59
40.35;44.89
39.85;44.28
40.2;44.86
44.5;49.32
58.03;61.56
59.01;64.72
60.79;66.14
60.1;67.02
58.7;65.83
58.09;65.62
58.01;63.89
55.69;61.85
52.73;59.04
52.16;58.19
55.8;61.78
57.69;65.45
59.03;67.11
61.01;68.63
60.32;67.14
57.86;63.68
56.09;62.07
59.01;62.85
53.01;56.68
49.4;53
47.43;51.56
47.43;51.65
47.76;52.15
53.48;57.22
59.34;62.29
61.41;66.6
61.8;66.88
61.62;68.23
60.69;67.24
59.55;66.5
60.02;65.24
59.34;64.86
58.7;64.16
59.34;64.69
58.03;63.47
61.09;69.37
62.57;70.48
63.51;71.35
63.09;69.31
61.77;67.01
61.69;67.2
61.59;64.92
59.75;62.99
57.69;61.33
53.01;56.86
49.57;53.26
51;54.88
56.65;59.99
58.7;61.8
59.9;65.22
59.9;65.11
58.51;65.09
57.45;64.07
55.9;62.66
55.83;61.25
53.56;59.38
50.86;56.73
50.09;55.68
52.17;58.21
57.45;65.52
59.75;67.69
60.82;68.22
60.01;66.01
59;65.13
57.69;63.15
58.95;62.61
56.02;59.49
47.76;51.62
46.01;50.01
45.39;49.51
45.39;49.7
54.82;58.82
55.84;59.37
58.68;64.11
59.11;64.63
58.95;65.66
58.19;65.12
56.94;64.23
56.92;62.55
55.69;62.03
51.89;57.96
49;55.15
49.37;56.07
55.69;64.35
57.69;66.34
57.98;66.31
54.19;61.39
48.17;55.45
43.09;50.58
42.61;48.6
38.05;45.02
35.84;42.07
33.01;39.18
32.8;38.38
34.9;40.34
39.91;46.52
51.27;55.95
57.3;63.22
58.01;63.84
57.6;64.7
53.75;61.12
50.23;57.8
49.2;55.45
48.96;55.7
48.25;55.16
48.25;54.78
51.15;57.54
54.7;63.54
57.98;66.47
58.44;66.48
58.39;65.43
57.3;63.51
54.77;60.94
51.47;55.23
39.52;44.44
38.12;42.8
38.05;43.31
37.92;42.74
37.92;42.69
38.09;43.04
39.27;44.84
43.45;49.9
51.47;56.51
56.09;60.44
54.15;58.84
49.09;54.28
51.09;56.28
46.95;53.12
44.6;51.1
44.49;51.18
46;51.64
57.2;63.2
60.08;66.49
60.59;66.85
60.61;66.91
60.37;65.13
59.42;64.43
57.12;61.13
53.01;56.89
42.1;47.48
39.98;45.29
39.66;44.99
39.66;44.97
39.81;45.25
39.98;45.68
40;46.19
41.6;48.55
50;55.95
51.65;57.08
51.58;57.13
52.88;58.27
50.66;56.23
43.42;50.12
41.6;48.27
44.01;49.84
53.95;60.65
59.58;65.26
60.98;66.81
61.99;67.8
60.98;65.81
58.19;62.94
56.37;60.46
46.18;50.67
45.13;49.71
45.09;49.6
46;50.27
47.95;52.28
57.79;61.44
59.42;62.29
58.99;64.26
58.99;64.45
59.01;65.83
58.19;64.96
56.37;63.28
55.39;61.06
54.23;60.38
54.14;60.34
54.04;59.78
54.14;59.88
58.19;66.16
59.58;67.47
59.8;67.31
59.25;66.3
54.63;60.61
54.04;60
48.01;51.91
44.1;47.92
41.2;45.2
41.06;44.93
41.2;44.84
43.6;47.53
48.01;51.64
55.39;58.38
57;62.36
58.58;63.94
58.87;65.88
58.75;65.53
58.58;65.51
58.39;63.94
58.19;63.81
57.79;63.41
56.37;61.78
58.19;63.56
58.99;66.82
60.07;67.82
60.19;67.8
59.69;66.19
58.01;63.48
55.31;60.74
58.78;62.05
55.39;59.01
51.13;54.32
48.46;52.24
48.46;52.45
50.82;54.68
55.39;58.97
58.01;60.54
58.99;63.97
59.26;63.95
59.25;65.48
58.67;65.01
58.39;64.99
59;64.33
58.39;63.75
58.19;63.71
57.98;63.43
57.07;62.81
58.99;67.01
60.13;68.13
60.61;68.62
60.37;67.28
59.25;64.67
58.78;64.16
14.43;63.7
10.26;61.38
7.48;58.8
4.52;54.87
4.24;51.21
8.36;50.19
22.58;57.62
41.92;63.19
47.95;66.45
49.9;66.23
50.5;67.5
49.7;66.48
48.16;64.64
48.02;61.24
47.64;53.43
46.38;51.75
46.4;51.51
49.71;53.65
52.25;62.52
53.47;66.89
55.54;67.96
55.02;66.4
50.5;61.78
39.63;58.72
44.9;49.69
41.6;46.44
40.55;44.8
39.5;43.69
39.25;43.56
39.5;44.57
41.73;48.2
54.23;58.01
58.29;64.08
58.59;64.34
58.1;65.51
54.65;62
54.49;62.12
52.04;58.57
45.2;52.25
44.1;51.01
44.61;51.96
51.37;58.31
57.65;66.35
60.05;68.6
60.61;68.99
60.17;67.19
58.99;65.59
58.72;64.98
37.45;62.54
36.68;58.68
36.68;49.56
37;48.12
39.5;47.68
42.82;47.98
51.09;48.11
57.57;49.57
62.09;50.03
65;55.29
65;60.06
64.13;56.35
63.53;52.35
61.68;52.41
58.07;50.21
55.19;49.4
50.25;49.03
46;54.13
44.62;57.6
47.73;64.39
52.19;65.17
52.19;64.92
46.95;60.75
41.18;56.89
30.69;54.91
25.31;50.11
18.89;48.77
18.89;48.05
18.89;47.82
20;49.24
24.91;49.15
28.89;49.18
32.23;50.17
33.1;57.23
32.92;62.6
32.52;62.38
32.52;61.87
30.92;63.13
25.98;63.56
21.82;59.86
22.88;57.93
24.47;59.43
25.98;64.23
30.69;65.77
37.56;67.72
41.69;68.19
37.3;65.12
32.36;63.28
42.4;62.25
35.78;54.21
33.57;49.05
33.27;48.66
32.4;48.56
33.57;48.44
44.68;54.32
48.32;63
50.23;66.75
51.73;68.05
49.89;68.9
49.7;68.12
49.79;66.96
49.69;65.44
49.19;63.87
49.01;60.03
48.48;60
46.23;63.72
47;67.97
48.18;69.66
48.23;70.25
50;68.27
48.23;65.13
46.23;56.02
60.69;50.74
59.74;50.18
59.3;47.57
58.33;46.48
58;46.39
57.07;47.13
56.64;49.85
56.64;61.22
57.13;68.85
63.61;68.55
64.97;68.04
64.97;67.22
64.97;63.76
64.97;61.26
62.86;60.08
58.64;59.06
55;61.46
54.54;67.63
56.13;71.36
61;71.66
64.29;70.97
66;69.78
66;66.1
65.71;57.07
58.69;52.94
54.41;49.44
52.09;47.73
52.08;46.94
52.09;46.23
54.41;47.1
59.16;51.84
59.41;63.21
62.16;68.66
63.17;69.83
63.97;69.72
63.95;68.94
64.97;67.75
64.97;64.52
63.8;60.47
63.17;59.53
62.64;61.93
62.64;66.51
62.47;74.45
62.47;74.91
62.8;75.44
63.9;73.54
63;69.98
62.41;67.23
60.71;65.66
58.4;60.38
54.9;54.79
53.2;53.96
52.93;53.64
53.2;53.56
58.07;60.62
62.21;66.28
64.66;73.16
65.7;73.05
65.7;74.34
66.66;72.56
68.02;71.8
68.89;70.18
68.86;68.4
68.5;67.74
68.48;68.62
68.5;70.52
67.98;82.22
69.41;81.65
68;81.57
69.81;77.27
69.3;75.18
66.66;73.27
65.8;65.43
60.91;63.12
59.28;57.46
59.28;54.61
58.95;54.43
59.28;56.99
59.28;62.36
59.28;66.96
59.28;72.97
61.69;75.83
61.69;76.32
63.5;74.37
64.78;74.58
65.8;73.08
65.8;70.74
63.96;67.88
65.01;66.48
65.8;64.45
63.5;67.05
67.72;71.29
70.67;72.08
73.07;69.53
72.3;64.7
71.39;58.13
59.14;54.03
56.97;51.58
51.41;49.74
48.55;48.7
48.29;47.8
50.64;48.88
58.18;49.42
73.43;52.07
74.26;52.8
75.49;57.9
73.7;64.31
70.47;57.9
71.5;54.8
69.93;53.06
65.99;52.35
65.1;48.76
65.01;49.03
67.13;50.42
73.94;62.74
78.76;71.57
80;73.28
75.21;72.81
69.95;66.9
65.1;65.68
56.86;55.89
54.24;52.77
49.55;49.38
48.9;48.24
48.1;47.44
51.15;47.14
60.18;47.58
67.2;48.32
68.4;49.25
70.07;50.7
70.71;53.75
69.8;53.7
68.4;54.3
67.2;57.09
64.2;54.41
65.82;51.94
65.85;51.65
67.64;50.3
70.69;55.44
72.5;67.81
71.42;68.94
67.23;69.64
67.89;67.35
67.16;60.85
55.79;50.04
48.57;47.82
46.65;47.06
45.65;44.36
45.15;44.06
45.65;45.66
46.14;52.05
46.65;63.46
47;66.98
49.68;67.77
55.79;69.14
58.46;68.31
58.46;67.81
63.17;65.88
62.01;65.91
57.27;61.74
57;61.19
62.31;65.08
66.92;69.92
67.2;72.35
67.67;73.14
67.53;71.75
67.09;68.13
62.76;67.15
60.05;63.71
48.4;52.71
44.32;48.96
42.79;47.53
41.71;46.32
41.71;46.38
43.99;49.98
56.81;61.43
60.69;67.19
61.28;67.21
60.05;67.17
52.8;60.63
49.62;57.68
49.3;56.09
45.56;52.12
43.99;51.11
45.36;52.54
49.85;56.9
54.38;63.7
60.61;69.45
61.92;70.4
61.48;68.55
58.19;64.42
47.06;54.27
41.85;47.04
39.89;44.86
38.85;43.5
35.75;39.77
35.91;40.17
37.17;41.45
42.82;49.58
49.47;55
58.8;64.97
57.19;63.9
56.96;64.31
50.81;58.55
48.41;56.4
47.48;54.01
45.99;52.63
45;51.68
45.99;52.84
45.75;52.85
52.08;61.22
60.54;68.99
61.87;70.14
61.11;69.09
57.19;64.07
44.93;52.22
42.3;46.92
41.7;46.43
39.88;44.21
39.6;43.7
39.88;44.22
41.7;45.88
43.98;49.32
53.99;58.27
58.3;64.33
59.68;65.75
59.83;67.2
59.68;67.08
59.01;66.44
59.94;65.98
59.68;65.74
59.94;66.25
60.18;66.6
60.53;67.05
61.28;70.13
63.7;72.35
65.03;73.33
64.63;72.19
61.9;67.84
60.19;66.08
60.69;64.33
60;63.28
56.91;60.7
52.8;56.38
51.14;54.94
54.87;58.47
60.38;63.63
61.4;64.66
62.19;67.8
62.28;67.73
62.09;68.98
61.39;68.37
60.75;68.08
60.69;66.65
60.21;66.46
59.01;65.29
60.01;66.2
60.05;66.29
60.69;69.45
62.55;71.32
62.61;71.12
62.59;69.91
61.65;68.14
61.87;67.57
61.57;64.96
60.69;64.01
58.01;61.69
51.13;55.58
46.96;52.26
44.34;49.74
43.84;48.79
44.43;49.63
44.43;50.77
50;55.51
59.01;63.56
50.26;55.21
46.95;52.32
46.96;52.79
45;50.85
44.14;49.68
43.07;48.71
44.99;50.51
49.77;56.41
57.01;63.03
60.38;65.87
60.05;65.53
55.01;60.1
54.34;59.57
55.09;59.73
47.42;52.44
44.43;49.53
43.31;48.34
42.99;47.62
43.14;49.39
43.31;49.14
44.09;50.25
44.09;51.51
47.42;52.86
51.23;56.75
55.01;60.53
51.5;57.46
56.01;61.34
52.15;57.89
47.42;53.59
45.01;51.55
47.42;53.36
56.01;62.6
61.11;66.64
61.96;67.37
62.19;67.8
61.89;66.44
60.45;64.96
58.58;62.67
49.06;53.65
45.59;49.95
45.4;49.81
45.4;49.44
45.59;50.04
53;57.09
59.89;63.86
61.28;67.08
61.63;67.37
61.28;68.49
60.84;67.98
60.39;67.8
60.69;66.54
60.05;66.04
59.08;65.32
