price day ahead;price actual
47.95;58.63
49.98;60.07
57.9;67.82
70;79.82
69.19;79.1
63.6;72.44
55.45;62.96
49.92;58.9
47.94;56.51
47.94;56.03
47.94;56.11
47.94;56.03
49.98;57.73
60.9;67.1
62.47;69.83
65.1;72.38
66;74.32
68.46;78.25
69.2;79.23
69.01;78.7
67.78;76.98
64.18;72.86
64.18;72.94
64.18;73.43
63.85;74.42
62.6;73.09
62.47;72.57
65.1;74.57
62.6;71.97
55;63.59
49.56;56.43
46.89;54.95
45.63;53.49
45.54;53
45.19;53.03
45.7;52.92
47.57;55.02
49.63;56.17
54.05;61.66
61.5;68.79
62.6;71.26
63.49;72.7
64;73.38
64.1;73.45
63.49;72.2
62.48;70.56
62.48;70.6
61.7;69.8
61.1;70.65
56.1;65.4
57.57;66.72
62.48;71.08
60.03;69.03
49.5;57.7
48.1;55.1
44.34;52.66
43.15;50.91
44.15;52.24
44.3;51.51
44.52;51.9
47.7;54.84
49.04;55.55
53;60.27
63.69;70.72
64.3;72.21
64.6;73.6
65.4;74.36
66.1;75
65.1;73.62
64.48;72.47
64.48;72.22
64.48;72.14
64.48;72.45
63.5;71.56
64.1;71.94
65.19;73.56
64;72.62
54.03;62.28
48.48;56.59
47.53;54.78
45.78;52.34
45.54;51.6
45.99;52.81
47.53;54.08
48.48;55.96
51.13;57.81
61.48;68.82
64.1;70.92
64.18;71.69
64.1;72.66
64.18;72.4
64.1;72.56
62.47;71.04
61.48;69.3
61.48;69.17
61.68;69.43
62.47;70.75
62;70.44
63;71.99
64.75;73.97
63.8;73.11
59.9;68.42
60;67
51.12;58.61
49.72;56.43
49.5;56.14
49.5;56.51
49.8;55.83
55.4;61.53
64.18;69.08
65.4;72.26
68.1;74.53
68.1;75.39
68.46;76.86
68.46;76.93
68.09;76.67
65.3;73.89
63.8;71.67
62.47;70.49
63.93;71.11
64.18;72.21
64.69;72.65
65.4;73.21
68.58;76.65
66.69;74.62
64.01;71.25
63.5;68.46
57.31;64.09
49.86;56.85
49.85;56.48
49.31;56.19
49.31;55.53
49.85;56.65
49.85;56.86
61.1;68.74
64.1;70.78
64.1;71.5
64.1;72.26
64.03;72.28
63.5;72.23
53.74;62.55
48.36;56.1
42.35;49.89
41.52;51.95
43.63;52.21
45;54.92
49.56;58.33
62.98;71.62
57.47;66.9
48.57;57.4
42;51.16
40.51;49.02
42.2;50.96
42;51.78
42;53.11
40.13;51.17
42;52.08
38.13;48.78
37.05;50.48
37.3;52.21
35;47.38
30.4;42.62
27.81;39.31
26.19;37.29
14.99;26.55
10.28;22.69
13.32;24.83
15.1;27.27
20.23;34.28
24.58;37.05
33.86;47.13
45;56.2
46;56.63
38.13;49.04
35;44.01
29.92;39.27
28.29;37.73
30;40.99
31;39.82
34;43.62
40.51;52.09
45;52
50.8;59.26
59.57;67.59
62.47;70.38
64;72.67
64.51;73.02
65;73.91
63.29;72.33
57.58;65.81
57.9;66.26
59.2;67.73
62.47;72.16
63.89;73.69
65.48;75.6
69.8;78.53
68.46;77.59
64;72.45
63.1;69.46
53.72;60.19
49.56;56.15
48.57;54.64
48.36;54.56
49.85;55.69
56.38;62.27
62.47;67.58
63.25;70.63
65;72.5
64.5;73.33
64.75;75.01
65.1;74.9
65.1;75.08
64;73.26
63.25;71.81
62.98;71.7
63.29;71.73
63.29;72.67
63.5;72.32
64.1;72.96
66.57;74.83
64.18;72.69
55;62.64
51.12;58.6
48.11;55.2
43.72;51.07
42.49;49.3
41.42;48.2
41.68;48.27
46.58;53.82
47.1;53.35
49.56;57.69
53.9;61.58
61.1;69.84
62.1;71.7
62.53;71.92
62.47;71.76
56.74;66.02
49.89;58.08
53.74;61.52
60.99;68.69
61.51;70.31
62.23;70.71
63.6;72.1
68.1;76.48
65.1;73.53
63;71.22
56.1;63.11
50.56;57.84
49;56.34
46.78;54.21
45;52.25
45.1;51.9
49;56.04
49.56;56.32
49.85;58.18
55;62.93
54.16;63.13
53.9;63.83
51.78;61.44
50.82;60.79
48.56;58.35
44.6;53.69
45.68;54.31
49.31;57.84
49.63;58.87
49.85;59.11
55;64.13
64.35;72.93
62.12;70.82
55;63.05
59.05;66.29
51.84;58.72
49.85;56.73
49.85;56.08
49.85;55.38
50.82;56.48
60.47;66.27
62.07;67.28
64.33;71.24
66;72.8
66.1;73.87
66.1;75.01
67.1;75.89
66.1;74.97
64.48;73.53
61.57;69.93
62;69.84
62;69.48
61.51;70.21
61.35;70.18
62;70.65
65.6;74.64
62.5;71.63
55;63.48
56.1;62.48
49.87;57.24
48.96;55.78
48.96;55.16
48.96;55.49
48.96;55.37
49;55.54
48.96;55.62
49.43;57.42
52.85;60.74
54;61.89
55.5;64.03
54;62.35
54.03;62.52
50.1;58.25
49.43;57.46
48.96;57.23
49.25;57.13
49.95;59.64
52.87;62.41
58.01;67.78
64.77;73.5
59.69;68.82
55;64.36
50;57.85
45.6;53.92
43.75;52
43.15;51.44
42.98;50.7
42;50.18
43.49;51.49
40.13;48.41
39.72;49.03
42;51.29
43.74;53.12
43.74;53.7
43.63;53.05
43.06;52.99
43.06;52.33
39.72;48.94
39.72;49.69
42;51.07
44.14;54.76
48.62;58.98
60;70.43
67.6;77.39
67.1;76.84
64.77;73.08
59.99;65.9
50;57.8
47.89;55.23
48.62;56.06
48.62;55.52
50;56.4
61.01;66.86
64.18;69.57
66.12;72.68
70.26;77.73
70.57;78.91
70.48;79.81
70.73;79.84
70.48;80.02
69.1;77.25
67.1;75.44
67.1;74.31
67.69;74.84
67.69;75.29
67.32;75.14
67.6;76.33
70.48;79.38
67.7;75.45
63.75;70.69
56.73;68.29
50.25;59.48
48.89;55.42
49.14;54.51
49.14;52.29
50.6;52.47
59.82;56.28
67.69;61.87
69.19;69.01
73.02;66.47
75.69;68.43
73;72.08
70.2;75.17
69;75.15
65;70.38
64.99;68.71
67.52;70.46
69;70.61
70.15;70.66
71;70.13
69;74.64
65.01;76.18
63.05;70.16
59.33;63.31
34.23;57.5
30.08;55.6
26;53.13
25;53.21
25;52.71
26.83;52.84
34.84;57.2
52.86;67.59
55.28;71.33
60.75;71.8
62.21;73.93
60.02;74.27
60;74.58
59.16;74.57
55.1;72.82
54.16;71.24
55.7;70.23
58.9;70.2
63.89;69.61
82.01;66.67
77.56;70.88
63.89;72.28
59.34;66.88
55.7;58.11
37.5;56.27
35;53.6
32.15;50.35
28.53;50.22
27.83;49.53
32;50.69
43.87;55.48
50.32;59.77
56.65;64.57
55.3;68.03
52.3;66.61
51.16;67.94
51.03;69.17
50.8;69.42
47.1;69.46
45.59;67.66
44.96;68.4
45.36;68.16
50.25;67.46
58.99;67.56
59.52;69.07
57.8;71.68
51.03;64.67
45.59;58.97
50;56.06
45.52;53.67
40.63;50.3
36.98;49.74
37;48.44
39.4;49.17
48;53.96
50.1;59.57
53.19;67.98
56.77;71.04
59.6;71.26
57.69;72.62
56.69;73.62
56.18;73.05
52.1;70.46
50.48;67.11
51.49;66.86
52.1;68.27
53.02;66.73
56.18;64.5
59.98;68.83
61.89;71.48
55;64.75
51.69;59.03
56.57;58.7
53;56.83
51.9;52.94
51.71;50.82
51.01;49.3
51.4;48.28
51.9;49.35
52.1;50.58
55.83;52.51
57.98;58.43
57.98;61.15
57.98;66.52
56.77;66.28
55.68;66.95
55.1;67.84
51.15;65.78
49.6;63.8
48.82;64.02
48.88;66.78
46.89;63.25
49;67.3
54.35;69.43
52;61.66
49.6;58.38
54.58;63.15
46.1;57.75
45.13;55.22
44.97;51.93
44.82;51.21
45.52;51.37
49.05;51.75
56.07;52.87
62.06;49.56
62.48;54.86
62.48;58.2
62.59;59.71
63.1;64.38
62.69;66.37
62.06;66.29
60.19;62.93
60.1;60.5
61.29;58.02
61.29;63.53
60.3;62.73
60.69;69
62.59;72.43
62.48;68.65
60;64.04
49.99;59.22
47.98;57.06
45.88;54.85
45.79;53.95
45.79;53.55
45.88;53.98
48.09;58.56
48.69;65.15
50.52;68.58
59.69;71.91
62.52;74.01
65;76.65
67;77.64
67.57;77.79
65.6;73.46
66.6;71.31
68.99;71.13
69.43;71.8
68.99;72.58
68.99;73.44
68.6;76.5
69.48;77.46
69.5;71.67
67;66.77
46.94;65.84
45;63.06
43.49;60.14
41.5;59.73
40.61;59.98
40.51;61.24
40.51;65.75
35.14;68.85
39.52;71.67
41.65;72.79
43.97;73.59
44.86;74.12
45;75.04
46.17;74.81
46.48;72.41
45.11;69.95
45.11;69.78
45;70.75
46.17;71.61
46.94;72.06
53;77.88
65.81;79.27
66.9;72.05
59.69;67.52
61.85;67.87
59.59;65.81
57.5;63.47
56;61.72
54.75;60.23
54.15;59.59
60.68;66.45
64;69.67
64.1;72.66
62.85;71.59
64.1;72.96
62.35;71.93
62.6;72.22
62.85;72.68
60.52;70.63
59.31;68.06
59.59;68.28
61.07;69.31
61.4;70.09
62;70.52
64.1;73.57
67;76.82
61.85;70.68
58.98;66.5
51.89;65.26
46.69;64.43
46.58;61.06
46.58;59.68
46.69;58.52
47.63;59.64
50.54;65.44
59.6;64.47
61.04;67.58
61.38;69.24
61.69;72.37
61.04;72.82
60.73;73.41
60.01;73.11
58;69.13
55;66.91
55.6;66.82
56.8;67.28
59.59;67.51
60.5;68.05
63.5;72.1
61.69;74.26
59;69.03
52.62;65.66
56.7;65.4
54.61;65.27
50.07;63.56
46.85;62.56
46;62.17
47.44;61.89
56.6;65.07
58.8;64.84
59.59;66.58
62;68.28
61;68.9
59.59;68.85
60.01;69.54
59.59;68.61
58.63;66.41
58.1;58.21
58.69;57.34
60.83;57.39
65;56.76
67.48;57.27
67.48;62.81
65.19;68.74
59.5;63.29
56.69;57.95
56.7;57.58
47.34;56.18
44.34;53.32
42;55.02
41;52.52
41.5;54.4
46.58;56.18
63.29;56.78
65.69;60.67
66.8;64.97
67.09;64.63
65.98;65.89
65.65;64.47
65.1;63.46
63.89;62.97
63.89;56.71
65.1;54.18
69.18;53.8
73.54;56.33
69.99;57.74
69.99;62.9
67.48;68.23
63.44;62.1
60;58.78
59.31;64.46
55.69;61.93
42.1;50.85
39.14;52.26
36.5;46.92
36;47.53
36.5;47.13
34;47.36
32.1;45.83
36.1;48.42
36.5;46.27
34.35;44.71
30;40.71
26.83;39.14
24.1;35.69
20;31.25
12;24.29
12.4;23.64
25;36.13
36.8;47.88
42.11;52.69
58.5;67.42
56;64.87
40;49.49
34.19;43.94
32.69;43.24
29.99;43.07
25.79;36.34
25.76;36.36
25.83;37.81
37.97;47.03
46.17;54.29
50.78;60.41
58.81;68.54
59.59;68.79
58.53;68.1
59.51;69.73
59.19;69.19
56.28;66.15
56.6;65.4
56.69;65.14
58.5;67.09
58.81;68.64
57;66.92
61.51;71.96
66.6;77.51
58;68.87
57;65.64
52.69;59.32
55;62.04
49.99;56.86
49.25;55.73
48.44;54.87
47.46;54.02
49.5;56.24
49.5;55.6
49.62;58.15
54.1;63.06
54.01;63.52
52.69;62.71
52.05;61.88
46.56;56.32
41.1;51.53
40.02;49.63
40.02;48.69
40.6;49.14
40.1;49.32
41;50.22
48.63;57.81
52;61.46
40.02;50.45
32.4;42.61
26.59;35.52
21.02;30.98
15;25.22
12.4;22.73
12.4;22.08
12.7;22.21
25.8;35.64
31.01;40.18
34.23;45.03
39;49.06
47.1;56.73
48.03;59.67
46.3;57.03
43.63;54.38
38.11;49.29
35;45.88
35.71;45.71
38.7;48.59
39.11;48.41
41.79;51.67
48.76;58.24
58;67.02
44.5;55.01
37;46.43
37;45.18
37;45.02
35;42.06
31.1;38.02
30;37.22
35.5;44.25
39.1;46.92
46.35;52.9
50.36;60.86
52.01;61.31
55;64.59
53.52;64.16
55;65.55
55;65.45
51.65;62
50.94;60.21
51.72;60.81
55.75;64.84
54.1;63.76
53.01;64.85
58.52;68.96
63.6;73.88
55.25;63.74
51.32;60.14
53.43;61.29
52;59.97
48.26;55.97
48.5;55.58
47.42;54.41
48.06;55.14
55.55;62.36
57.75;63.59
58.6;66.94
59.1;67.76
59.1;68.33
57;67.16
57.5;67.36
57;67.1
55.5;65.3
49.79;58.46
51.39;59.63
55;63.36
54.84;64.25
55.25;64.19
59.1;67.99
58.31;67.2
48.06;57.39
45.77;54.9
45.86;54.03
43.5;52.27
42.5;51.11
43.5;50.97
43;50.28
43;50.56
44.17;51.15
45.42;53.08
46.56;53.92
55.1;62.01
54.6;61.47
54.01;61.14
50.5;57.91
48.76;55.92
45.6;53.3
43.5;50.6
43.5;50.34
43.5;50.29
45.42;53.48
48.33;56.34
54.11;62.25
56.6;65.34
48.76;57.35
45.42;53.28
43;52.48
41;51.21
40.6;50.45
40.13;48.64
40.6;49.18
41;49.56
44.1;52.28
45.24;53.35
45.65;54.03
47.4;55.69
45.77;54.74
45.51;54.33
46;54.3
49.48;57.63
45.65;53.86
42.1;50.89
41.6;50.27
42.1;51.27
42.1;53.05
46.61;56.05
57.1;65.75
62.1;70.07
59.31;67.02
55.1;61.84
55.25;64.3
49.57;58.67
49.1;58.11
49.57;56.67
49.23;56.27
49.57;56.5
57.1;63.76
59.59;65.46
59.1;66.09
61.1;68.41
60.83;68.77
59.5;68.68
59.5;68.34
57.5;66.72
54;63.24
50.6;59.07
50.79;58.73
53.49;61.04
54.07;62.68
52.45;61.3
57.1;66.05
58.3;67.51
53.23;61.97
47.98;56.49
49.87;57.97
48.8;56.85
45.91;53.96
45.65;52.74
45;51.88
45.27;52.13
47.77;54.51
50.79;57.26
53.75;61.92
58;67.1
55.33;65.02
53;63.95
52.95;61.99
51.06;60.7
48.01;57.29
45.24;53.3
44.38;51.92
45.24;52.77
44;52.9
46.09;54.78
52.04;60.81
53.51;62.39
46.41;55.91
43.46;51.59
42.26;50.32
42.96;51.15
39.64;47.52
40;46.91
40;46.9
43.19;49.65
48.5;55.21
55.5;61.29
53.5;61.12
55.75;64.29
54.5;64.2
54.01;63.87
52.56;61.8
50.06;59.51
50.2;59.73
49.87;58.08
50.1;58.01
50.1;58.68
51.19;60.07
54;62.37
57.49;67.31
58;67.92
50.6;59.62
52;60.12
48.5;55.79
47.4;54.74
45.27;52.42
45.42;51.5
45.51;51.59
46.27;52.37
53.24;59.85
52.5;58.52
55.26;62.88
54.88;62.78
54.25;63.04
53.25;62.25
55.1;63.86
55.26;64.25
55.1;64.19
54.75;62.63
54.5;61.66
54.25;61.4
53.24;61.58
55.5;63.4
57.6;67.56
58.57;69.18
55.35;64.16
48.8;56.84
54;61.61
52.1;59.7
48.71;55.83
48.8;54.86
48.5;54.86
50;56
52.35;59.28
53.59;59.82
55.69;64
55.99;64.8
54.91;63
53.91;63.07
54.6;63.68
53.69;62.67
53.1;62.09
51.6;59.32
51.6;59.08
50.6;58.14
50.01;58.35
52.32;60.86
55.06;65.18
54.91;65.59
52.6;61.8
48.23;56.71
52.14;60.01
48.63;56.99
48;56.04
49.1;56.21
48.5;55.22
48;55.14
48.5;55.46
52.1;59.08
50.06;56.97
52.1;58.67
52.5;59.42
52.1;59.39
52.1;59.32
54.01;61.21
53.6;61.31
50.83;58.17
48;55.26
48.5;55.34
50.83;59.43
49.91;58.14
52.6;61.47
54.07;62.27
52.69;61.72
50.83;59.33
48;56.98
44.22;53.42
45;54.19
45.24;53.48
44.66;53.29
44.22;52.94
43.1;51.38
40.85;49.6
40.37;49.48
44;53.03
48.5;57.1
49;57.92
49.5;57.83
49.75;58.24
49;57.56
45.24;53.78
43.1;51.73
42.25;50.32
44;53.39
49.2;58.44
50.84;59
52.1;60.78
47.34;56.38
46.61;55.83
46.27;55.22
43.5;52.78
42.62;51.23
42.37;50.43
39.59;47.41
41;49.25
45.87;54.12
53.33;59.91
55.19;62.78
54.45;62.4
54.63;62.8
53.65;62.76
54;63.04
55.1;64.31
52.63;61.91
52.3;60.31
54.5;61.97
56.56;63.98
56.6;65.03
57.12;65.42
59.31;68.18
60.01;69.72
52;61.23
52;59.74
52.1;60.02
47.4;54.86
45.91;53.13
46.09;52.5
47.22;53.34
50;55.91
53.5;59.67
56.44;61.89
56.69;64.07
58.56;65.92
60.01;67.59
58.1;66.68
58.6;67.06
58.69;67.22
56.8;65.39
56.44;63.78
56.5;64.14
56.8;64.1
55.94;63.82
54.07;62.06
56.44;64.6
56.6;65.95
54;63.22
49.1;57.33
48.2;56.2
45.65;53.82
45.35;52.82
45.29;52.09
45.42;52.27
45.65;52.37
52;58.78
59.9;65.48
60.01;67.59
60.6;68.35
60.01;67.59
59.1;68.05
58.9;67.78
59.99;69.03
57;66.1
56.57;64.68
57;64.49
58.9;66.23
59.31;67.56
59.1;66.94
64.11;73.57
68.48;78.31
58.9;67.18
58.9;66.5
45.28;63.86
44.96;60.61
43.05;56.61
43;56.1
43.83;57.72
45;60.27
47.43;64.66
54.12;68.82
60.69;70.94
64.82;72.09
67.69;72.34
66.2;71.24
65.01;69.81
64.82;68.88
62.43;66.04
58.58;61.93
58.34;61.44
61.69;62.7
63.89;64.21
64.89;70.15
64.34;70.73
63.71;69.78
59.33;66.06
48.8;61.47
50.3;65.27
49;62.91
43.76;60.07
43.06;58.6
42.88;56.92
43.94;60.21
49.92;63.93
65.01;67.12
66.19;70.13
69.49;72.18
70.7;71.83
70.09;70.49
68.78;70.23
66.69;68.95
61.9;65.82
61.01;60.1
63.89;55.69
64.1;59.63
67.48;64.96
71;68.98
71;71.48
66.69;71.55
62;68.17
56.19;63.7
47.96;59.39
45;57.07
43.38;54.5
42.4;53.66
43;52.26
44.84;52.3
47.96;54.42
54.45;54.37
59.69;57.16
60.69;64.84
58.9;65.82
56.78;64.06
56;61.84
55.69;60.53
49.92;56.31
47.96;51.34
47.96;50.38
48.35;51.86
57.19;57.67
65.18;63.61
69.49;69.13
67.44;68.18
59.69;63.31
54.19;57.47
54.1;53.81
47.02;52.58
42.33;50.19
41.95;50.37
42.05;47.83
42.17;46.59
54.1;45.43
59.2;45.49
61.6;48.24
60.99;51.33
61.69;48.91
60.69;48.44
60.69;47.59
60.19;45.23
59.2;41.53
58;37.86
57.6;35.79
59.1;36.99
59.18;46.59
59.03;50.46
60;60.07
64.1;62.93
60.85;52.79
60.55;49.69
48.88;44.43
48.36;40.86
45.1;36.62
45.1;35.66
41.29;36.86
41.29;36.29
41.29;46.53
37.63;52.01
38;55.69
37.63;61
40.13;60.35
42.4;59.57
41.29;56.55
41.2;55.97
37.63;52.94
35.9;51.76
35.1;51.05
35.55;53.04
36;53.82
37.63;58.42
41.29;64.7
55;62.16
56.55;51.41
50.1;47.31
57.8;42.27
52.6;37.88
50.69;35.62
48.13;34.32
49;30.56
50.82;35.67
54.58;45.08
57.07;51.52
61.56;57.93
60.8;58.43
60.69;59.05
60.69;58.02
60.19;57.99
59.6;55.99
55.07;53.45
53.35;50.84
54.58;51.41
56.63;52.67
59.6;63.13
60.19;72.7
61;79.21
62.48;78.6
62.48;72.14
60.8;64.56
64.69;63.06
63.2;62.81
61.69;58.94
61;55.27
60.53;59.01
60.53;62.99
62.5;65.94
62.52;69.47
64.69;71.71
66.1;72.42
66.1;73.75
66.9;72.38
67.03;72.16
65.4;71.79
63.79;69.51
62.1;66.39
62.29;65.25
62.7;65.93
62.29;67.39
61.98;69.47
62;74.54
62.52;73.67
62.52;67.18
55.68;59.51
51.25;61.31
48.1;55.35
47.57;53.79
47.57;53.25
48;53.47
48.04;53.23
53.56;56.33
55.89;62.97
60.1;67.53
66;68.45
67.1;70.03
67.1;71
67.1;71.08
67.1;70.67
65.25;69.15
64.98;68.24
64.98;68.04
65.01;68.16
65.01;69.49
64.98;74.32
65;72.3
68.3;70.56
67.1;66.24
61.6;60.85
59.31;59.07
58.5;54.24
55;53.99
54.15;53.85
52.98;54.05
54.15;54.89
59.59;57.81
59.31;66.14
59.31;69.51
60.87;69.69
64;70.15
63.6;70.05
64.1;69.82
63.6;69.39
59.85;67.1
59;63.76
59.26;64.14
59.59;65.1
59.43;69.15
59.59;69.55
63.1;72.18
65.6;70.93
60.26;68.74
57.5;61.88
54;61.71
50.89;59.56
47.74;56.72
46.3;55.39
43.97;53.38
43;52.79
43.15;52.36
44;53.44
46.3;55.91
53.11;62.9
52.42;61.15
48.7;57.55
47.63;56.47
47.63;56.58
46.3;55.59
44.08;52.8
43.5;52.22
44.84;53.69
50;60.11
52.37;61.66
58.95;67.61
56.6;65.21
50.3;60.21
49.85;59.51
58.51;60.24
53.5;55.17
49.23;51.81
48.92;51.15
48.54;50.9
49.23;51.3
56.57;52
60.58;52.67
62;51.92
63;57.25
61.96;60.24
60.3;61.19
60.9;61.52
60.01;61.18
59.48;60.38
59.01;56.37
59.76;53.55
61.01;54.38
66.69;58.18
69.49;62.78
69.49;70.79
66.53;70.99
62.6;67.27
59.3;60.28
63.29;55.6
53.45;50.9
49.34;50.23
48.42;49.42
48.15;49.73
48.42;49.23
56;55.91
68.85;60.83
70.56;61.96
69.1;63.55
70;60.56
69.02;59.59
68.03;60.34
67.1;61.25
65.98;61.03
65.98;58.37
66.83;57.01
69.03;58.07
73.1;64.67
73;68.06
72.69;67.3
70.56;64.6
66.83;59.02
62.77;56.72
40;49.81
38.1;48.11
37;47.11
36.5;46.56
36.5;46.46
37.2;46.64
44.01;53.15
54.28;61.96
56.6;65.85
55.15;64.08
54.61;63.73
54.11;64.16
55.11;64.56
54.69;64.85
54.5;64.51
54.11;63.44
55;63.75
54.69;63.91
55.11;64.69
60.73;70.22
60.73;70.62
56.57;66.33
50.1;61
46.3;56.39
40.2;50.1
39.25;48.87
38.35;47.56
36;45.06
36;44.93
38.35;47.82
46.05;54.56
54;61.04
55.6;64.16
55.16;63.62
54.19;63.45
53.4;63.52
54;63.76
53.91;64.58
53.55;63.83
52.19;61.58
52.28;61.24
53.19;62.39
56.28;66.65
59.02;69.02
59.17;68.96
56;66.44
51.1;62.63
46.6;57.49
43.97;52.74
40.24;49.3
39.53;48.51
40;48.59
39.53;48.31
40.24;48.93
46.29;54.5
57.72;64.75
61.35;69.94
63.1;71.33
62.97;71.6
60.1;69.09
59.59;68.33
58.64;67.71
56.7;65.71
56.02;64.37
56.02;64.17
56.6;64.63
57.78;67.08
63.61;75.23
65.48;76.62
63.03;74.65
59;68.61
55.16;64.02
56.8;63.82
55.02;62.4
52;59.75
52;59.77
50;57.83
52.5;59.92
56.7;63.79
63.14;69.31
63.6;71.75
64.8;73.25
64.68;73.34
62.99;71.79
59.71;68.51
57.44;66.52
56.7;65.56
55.25;63.83
55.75;64.38
56.7;64.71
59.87;69.04
63.03;72.61
65.01;75.06
60.98;70.45
56.8;67.03
50.5;59.81
56.6;63.46
47.61;55.48
46.58;54.5
43.59;52.15
40.34;49.34
38;47.35
39.98;48.83
43.08;52.3
46.64;56.55
48.13;57.76
48.28;56.28
47.21;55.4
47.61;56.4
44.63;53.72
42.09;52.22
39.74;49.55
39.18;49.02
42.6;53.28
48.8;58.95
50.5;60.59
52.86;62.37
50;59.88
44.64;56.19
43.85;54.04
45.15;56.38
42.58;54.22
40;51.43
40.69;52.19
41;53.06
41.87;54.03
43.09;54.81
45;56.25
44.02;55.64
47.21;58.1
54;63.18
55.8;65.45
56.7;65.9
56.7;66.08
55.8;65.75
47.76;58.81
46.82;57.8
43.85;55.09
47.44;60.1
56.05;67.43
60.01;70.75
60.17;70.41
58.81;69.2
56.57;64.43
47.61;58.42
46.68;57.5
42.95;53.38
41.69;52.24
40.69;50.68
43;52.74
48.75;57.34
60.01;66.39
60.17;71.05
62.52;72.87
63.51;74.24
62.18;74.18
60;71.77
59.59;71.46
57.52;66.28
57.72;65.89
58;65.78
57.68;65.45
60.17;68.8
62.85;74
63.1;74.08
58.21;67.36
53.15;63.25
48.37;57.32
44.02;53.44
41.69;51.33
40;49.17
39.29;48.36
37.64;46.61
39.96;48.83
42.95;52.36
49.21;56.8
49.61;59.33
52.6;62.07
54.1;64.17
54.91;65.54
54.05;64.85
52.01;63.19
49.21;60.52
48.22;58.79
47.67;57.85
48.37;58.62
46.68;57.35
49.21;61.59
55.98;67.57
49.85;62.17
47.15;58.73
39.47;51.13
40;49.93
38.4;48.98
37;48.38
36.5;47.29
36;47.08
37.94;48.79
43.43;53.21
49.97;58.43
55.51;63.75
56.11;64.72
56.18;64.72
54.99;64.71
54.1;63.62
52.5;62.35
49.97;60.12
49.61;59.01
49.85;58.75
49.85;58.75
54.13;63.79
56.7;66.05
59.5;68.99
56;65.66
49.85;59.87
49.01;58.29
43.01;53.31
40;50.93
39;49.44
38.32;49.08
38;48.74
38.32;49.31
44.36;55.18
55.6;63.99
56.32;64.52
56.7;64.76
55.19;64.46
55.16;65.6
54;64.41
53;63.3
50.35;60.37
49.85;59.07
51.37;60.29
55.05;63.92
55.94;66.16
64.29;75.72
65.13;75.96
63.6;74.75
56.7;66.19
54.8;63.77
50;59.22
46.67;56.43
45.65;55.13
46.67;56.31
45;54.62
46.67;56.33
54.98;64.23
60;67.69
64.84;73.59
63.25;71.52
62.19;70.85
61.85;71.57
61.36;70.27
60.01;68.79
59.89;69.08
59.1;67.63
59.31;67.26
60;68.69
59.59;68.91
62.19;72.16
65.01;75.74
60.87;70.99
56.7;66.91
50.5;59.99
49.85;60.18
43.97;55.49
40.3;51.7
41.1;52.33
39.58;50.79
41.1;51.91
42.95;53.32
46.68;57.2
49.85;60.73
56.67;66.01
58.1;64.73
58.6;66.23
58.15;65.76
57.75;65.45
56.7;64.57
55.1;63.06
52.45;60.47
52.43;60.04
53.69;62.11
55.51;65.23
58.44;66.87
56.67;64.96
50.83;60.61
46.68;55.91
46.68;57.77
40;51.9
38.13;50.14
38;50.54
35.98;48.07
33;47.2
35.1;46.92
35.47;47.01
36.1;46.73
37.5;50.15
39;51.17
46.67;56.63
46.68;56.27
46.68;56.44
47.2;56.69
46.68;56.45
46.68;57.17
46.67;57.48
47.2;57.54
53.93;65.34
53.11;64.51
56.8;67.36
56.57;66.64
50;60.06
46.67;56.79
40.1;53.1
36.99;49.57
33.64;47.16
32.99;46.71
31.73;45.7
35.1;46.98
44.02;54.89
53.1;62.13
54.6;63.75
56.25;65.39
57.01;64.91
57.65;65.59
56.69;64.77
54.6;63.01
50.44;59.51
48.37;57.58
48.59;57.35
54.1;62.91
58.81;71.18
59.76;72.14
60.01;72.34
56.8;67.32
52.51;62.62
44.47;53.96
41.6;51.54
37;46.94
33.37;43.69
30.07;40.15
29.03;40.59
30.9;41.61
39.49;49.93
46.67;54.94
50.88;59.54
54.38;62.54
55.69;63.54
54.88;63.01
55.69;63.78
53.33;61.52
52.6;61.2
51.91;60.66
49.18;57.82
54.1;62.45
56.8;68.38
57.01;68.34
56.6;68.03
53.69;64.12
46.68;57.46
41.1;50.8
36.31;46.25
31.21;42.17
25.36;39.77
24;37.32
21.19;34.55
25.13;38.34
36.17;45.92
42.73;51.38
46.68;55.36
49.3;57.92
50;58.27
49.3;57.77
48.7;57.32
46.68;55.16
44.77;53.23
42.91;52.24
46.67;55.16
50;58.27
54.49;66.49
56.6;68.59
56.01;68.29
51.31;61.61
48.88;59.85
46.25;55.34
39.49;50.28
38;49.23
35.98;48.03
33.38;45.78
34.05;44.79
35.62;48.33
45.02;54.58
53.42;61.53
56.03;64.06
56.88;65.29
56.19;64.17
55.51;63.38
54.19;62.24
54.24;62.21
55.17;63.32
55.29;63.66
54.85;63.13
56.8;64.93
57.21;71.23
60.84;74.13
58.63;72.1
56.8;66.54
53.42;62.92
46.74;55.69
46.67;56.53
40;50.96
38.32;49.2
35.5;46.25
35;45.69
36.78;47.35
43;53.08
52.11;60.11
55;62.81
56.1;63.8
54.21;62.46
52.01;60.62
52.1;60.84
48.04;56.95
46.68;56
46.2;55.3
47.51;56.33
52;61.13
53.71;64.86
53.1;64.27
50.1;60.39
47.01;57.98
43.75;54.28
37.5;47.36
36.1;46.95
31.93;43.98
28.77;40.66
28.28;40.81
28.16;40.42
29.19;41.37
